Network Size,Run Index,Test,Name,Succ,Fail,Send Rate (tps),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (tps),Stale Block Rate,Num Blocks,Num Txns,Round Duration,My Throughput,Avg Interval,Min Interval,Max Interval,PercentDiff on TPS
1,1,1,30TPS,24700,5320,30,2.4,0.01,0.11,24.8,0,33,22072,950,23.2,32.5,5,80,0.07
1,2,1,30TPS,23040,6980,30,1.91,0.01,0.1,23.1,0,25,19992,950,21,39.5,5,90,0.1
1,0,1,35TPS,23660,11360,35,2.19,0.01,0.13,23.7,0,33,22072,950,23.2,34.4,5,95,0.02
1,1,1,35TPS,24600,10420,35,2.72,0.01,0.14,24.8,0,31,22572,950,23.8,35.4,5,90,0.04
1,2,1,35TPS,22580,12440,35,2.17,0.01,0.12,22.7,0,23,19752,950,20.8,48.1,5,95,0.09
1,0,1,40TPS,24160,15860,40,2.23,0.01,0.11,24.2,0,26,20892,950,22,35.4,5,95,0.1
1,1,1,40TPS,24200,15820,40,2.34,0.01,0.13,24.2,0,26,20892,960,21.8,35.4,5,90,0.11
1,2,1,40TPS,23780,16240,40,2.35,0.01,0.13,23.8,0,29,20872,960,21.7,34.6,5,100,0.1
2,0,1,5TPS,5020,0,5,0.63,0.01,0.03,5,0.069,68,4993,1025,4.9,17.5,5,60,0.02
2,1,1,5TPS,5020,0,5,0.3,0.01,0.02,5,0.092,60,4973,1025,4.9,18.6,5,70,0.02
2,2,1,5TPS,5020,0,5,0.31,0.01,0.03,5,0.051,75,4973,1025,4.9,15.5,5,90,0.02
2,0,1,10TPS,10020,0,10,0.05,0.01,0.02,10,0.074,63,9893,1005,9.8,18.8,5,65,0.02
2,1,1,10TPS,10020,0,10,1.15,0.01,0.05,10,0.122,73,9453,1000,9.5,15.6,5,65,0.05
2,2,1,10TPS,10020,0,10,0.08,0.01,0.02,10,0.103,62,9553,1000,9.6,18.3,5,60,0.04
2,0,1,15TPS,14920,100,15,1.48,0.01,0.04,15,0.123,65,13633,985,13.8,16.3,5,60,0.09
2,1,1,15TPS,14840,180,15,1.15,0.01,0.04,14.9,0.101,63,12893,980,13.2,21.4,5,115,0.13
2,2,1,15TPS,14640,380,15,1.45,0.01,0.05,14.7,0.092,60,11533,975,11.8,14.8,5,100,0.25
2,0,1,20TPS,18300,1720,20,1.92,0.01,0.11,18.3,0.27,45,15213,995,15.3,25.4,5,105,0.2
2,1,1,20TPS,18640,1380,20,1.89,0.01,0.11,18.7,0.344,43,15013,980,15.3,22.9,5,70,0.22
2,2,1,20TPS,17520,2500,20,2.05,0.01,0.11,17.5,0.212,53,15113,965,15.7,20.7,5,100,0.11
2,0,1,25TPS,21760,3260,25,1.97,0.01,0.06,21.8,0.385,39,17173,985,17.4,25.9,5,95,0.25
2,1,1,25TPS,18400,6620,25,1.59,0.01,0.05,18.4,0.346,33,15933,985,16.2,31.3,5,90,0.14
2,2,1,25TPS,20120,4900,25,1.55,0.01,0.05,20.1,0.5,38,17313,985,17.6,27.9,5,80,0.14
2,0,1,30TPS,19860,10160,30,1.91,0.01,0.06,19.9,0.455,30,15293,985,15.5,33.9,5,75,0.28
2,1,1,30TPS,19580,10440,30,1.48,0.01,0.05,20.2,0.423,30,6001,985,6.1,35,5,70,2.31
2,2,1,30TPS,19400,10620,30,1.87,0.01,0.06,19.4,0.436,31,9001,990,9.1,35,5,90,1.13
2,0,1,35TPS,19940,15080,35,1.41,0.01,0.04,20,0.508,30,16533,985,16.8,36.2,5,90,0.19
2,1,1,35TPS,21400,13620,35,1.57,0.01,0.04,21.4,0.484,32,17473,980,17.8,29.4,5,115,0.2
2,2,1,35TPS,20980,14040,35,1.39,0.01,0.04,21,0.508,27,17813,975,18.3,38.4,5,115,0.15
2,0,1,40TPS,23640,16380,40,0.97,0.01,0.04,23.7,0.493,34,19533,965,20.2,28.4,5,80,0.17
2,1,1,40TPS,20960,19060,40,2.11,0.01,0.06,21,0.348,43,17693,970,18.2,23.9,5,85,0.15
2,2,1,40TPS,20000,20020,40,2.16,0.01,0.08,20,0.396,32,15613,990,15.8,29.8,5,105,0.27
4,0,1,5TPS,5020,0,5,0.17,0.01,0.02,5,0.138,76,5035,1030,4.9,16.2,5,65,0.02
4,1,1,5TPS,5020,0,5,0.11,0.01,0.02,5,0.129,75,4935,1035,4.8,15.5,5,105,0.04
4,2,1,5TPS,5020,0,5,0.12,0.01,0.02,5,0.398,57,3195,1030,3.1,13.9,5,120,0.61
4,0,1,10TPS,9800,220,10,0.85,0.01,0.03,9.8,0.225,68,9755,1010,9.7,16.4,5,150,0.01
4,1,1,10TPS,9900,120,10,0.71,0.01,0.03,9.9,0.149,75,9675,1015,9.5,17.9,5,140,0.04
4,2,1,10TPS,10020,0,10,1.07,0.01,0.02,10,0.169,75,9675,1010,9.6,16.9,5,60,0.04
4,0,1,15TPS,13260,1760,15,1.56,0.01,0.04,13.3,0.378,52,11255,975,11.5,17.9,5,155,0.16
4,1,1,15TPS,12820,2200,15,1.64,0.01,0.06,12.8,0.342,49,8275,995,8.3,13.8,5,60,0.54
4,2,1,15TPS,11240,3780,15,1.22,0.01,0.05,11.3,0.31,49,6595,1010,6.5,19.6,5,160,0.74
4,0,1,20TPS,11700,8320,20,0.33,0.01,0.04,11.7,0.628,29,6815,1020,6.7,37,5,195,0.75
4,1,1,20TPS,11660,8360,20,0.9,0.01,0.05,11.7,0.524,40,6175,1015,6.1,22,5,145,0.92
4,2,1,20TPS,12320,7700,20,1.11,0.01,0.05,12.3,0.537,37,6501,1005,6.5,20.6,5,80,0.89
4,0,1,25TPS,10440,14580,25,0.44,0.01,0.04,10.5,0.778,19,5315,1020,5.2,37.3,5,130,1.02
4,1,1,25TPS,10980,14040,25,0.53,0.01,0.05,11,0.768,20,6395,1015,6.3,50.9,5,95,0.75
4,2,1,25TPS,10840,14180,25,0.67,0.01,0.05,11,0.724,22,7315,1020,7.2,44.7,5,90,0.53
4,0,1,30TPS,9700,20320,30,0.31,0.01,0.04,10.3,0.795,18,4555,1040,4.4,53.3,5,190,1.34
4,1,1,30TPS,10440,19580,30,0.33,0.01,0.05,10.4,0.753,19,5215,1010,5.2,56.6,5,115,1
4,2,1,30TPS,9580,20440,30,0.94,0.01,0.05,9.6,0.696,25,5495,1020,5.4,38.1,5,115,0.78
4,0,1,35TPS,9040,25980,35,0.29,0.01,0.04,9.1,0.722,22,4301,1015,4.2,50.6,5,130,1.17
4,1,1,35TPS,8560,26460,35,0.36,0.01,0.04,8.6,0.818,19,4795,1025,4.7,48.2,5,145,0.83
4,2,1,35TPS,9820,25200,35,0.15,0.01,0.04,10.7,0.824,16,3935,1035,3.8,52.5,5,140,1.82
4,0,1,40TPS,10040,29980,40,0.58,0.01,0.04,10.2,0.779,18,6575,1020,6.4,50.6,5,155,0.59
4,1,1,40TPS,8560,31460,40,0.33,0.01,0.04,8.6,0.837,18,4675,1025,4.6,74.6,5,325,0.87
4,2,1,40TPS,9420,30600,40,0.47,0.01,0.04,9.7,0.789,19,4635,1015,4.6,54.4,5,150,1.11
1,0,1,45TPS,24880,20140,45,2.72,0.01,0.13,24.9,0,31,22932,955,24,34.6,5,95,0.04
1,1,1,45TPS,22840,22180,45,2.15,0.01,0.12,23.3,0,25,21172,960,22.1,44.8,5,105,0.05
1,2,1,45TPS,23980,21040,45,2.44,0.01,0.14,24,0,34,22152,945,23.4,33,5,95,0.03
1,0,1,50TPS,25260,24760,50,2.65,0.01,0.18,25.6,0,37,22392,945,23.7,30.9,5,90,0.08
1,1,1,50TPS,24180,25840,50,2.67,0.01,0.13,24.5,0,31,22272,965,23.1,34,5,90,0.06
1,2,1,50TPS,22760,27260,50,2.11,0.01,0.12,23.4,0,25,19832,960,20.7,40,5,100,0.13
1,0,1,55TPS,24580,30440,55,2.73,0.01,0.15,24.6,0,32,21732,955,22.8,37.3,5,90,0.08
1,1,1,55TPS,23580,31440,55,2.32,0.01,0.15,23.7,0,24,20332,960,21.2,43.2,5,95,0.12
1,2,1,55TPS,25100,29920,55,2.68,0.01,0.15,25.5,0,30,22212,950,23.4,31.1,5,95,0.09
1,0,1,60TPS,23880,36140,60,2.18,0.01,0.12,24.1,0,25,20632,955,21.6,43.6,5,95,0.12
1,1,1,60TPS,24800,35220,60,1.93,0.01,0.11,25,0,30,22232,955,23.3,35.2,5,90,0.07
1,2,1,60TPS,24580,35440,60,2.28,0.01,0.11,24.8,0,29,20932,955,21.9,33.5,5,100,0.13
1,0,1,70TPS,24240,45780,70,2.14,0.01,0.11,24.2,0,34,21552,950,22.7,34.8,5,90,0.07
1,1,1,70TPS,23940,46080,70,2.3,0.01,0.16,24.2,0,27,21872,965,22.7,40.2,5,95,0.07
1,2,1,70TPS,25160,44860,70,2.71,0.01,0.16,25.7,0,35,22312,940,23.7,31.4,5,70,0.08
1,0,1,80TPS,24320,55700,80,2.53,0.01,0.12,24.9,0,27,21452,965,22.2,38.3,5,95,0.12
1,1,1,80TPS,23500,56520,80,2.59,0.01,0.15,24.6,0,33,22432,965,23.2,34.3,5,105,0.06
1,2,1,80TPS,24080,55940,80,2.29,0.01,0.12,24.7,0,24,20792,950,21.9,38.6,5,95,0.13
2,0,1,45TPS,17300,27720,45,1.93,0.01,0.05,17.3,0.561,19,13633,990,13.8,51.4,5,120,0.25
2,1,1,45TPS,21780,23240,45,1.26,0.01,0.04,21.8,0.39,36,18153,975,18.6,29.8,5,75,0.17
2,2,1,45TPS,19100,25920,45,1.03,0.01,0.04,19.1,0.444,29,16993,990,17.2,36.6,5,110,0.11
2,0,1,50TPS,20400,29620,50,1.08,0.01,0.04,20.4,0.566,23,14033,975,14.4,39.5,5,90,0.42
2,1,1,50TPS,18300,31720,50,0.69,0.01,0.04,18.3,0.48,27,14013,980,14.3,34.4,5,85,0.28
2,2,1,50TPS,21160,28860,50,1.08,0.01,0.04,21.2,0.556,25,16553,975,17,39.1,5,100,0.25
2,0,1,55TPS,22940,32080,55,0.61,0.01,0.04,23,0.534,27,4901,990,5,34.6,5,65,3.6
2,1,1,55TPS,22160,32860,55,0.99,0.01,0.04,22.2,0.519,26,15013,985,15.2,40.2,5,80,0.46
2,2,1,55TPS,17040,37980,55,1.22,0.01,0.05,17.3,0.467,33,15273,985,15.5,30.7,5,115,0.12
2,0,1,60TPS,20580,39440,60,2,0.01,0.06,20.9,0.456,32,17373,975,17.8,30.5,5,90,0.17
2,1,1,60TPS,21660,38360,60,0.59,0.01,0.04,22.2,0.476,23,14533,990,14.7,41.2,5,90,0.51
2,2,1,60TPS,21500,38520,60,0.91,0.01,0.04,21.8,0.489,24,14933,985,15.2,39.5,5,120,0.43
2,0,1,70TPS,25880,44140,70,0.41,0.01,0.03,25.9,0.537,26,18333,980,18.7,38.3,5,80,0.39
2,1,1,70TPS,20260,49760,70,1.22,0.01,0.05,20.9,0.509,29,14313,995,14.4,36.3,5,95,0.45
2,2,1,70TPS,20100,49920,70,1.58,0.01,0.05,20.1,0.408,30,15913,980,16.2,33.3,5,95,0.24
2,0,1,80TPS,23000,57020,80,0.68,0.01,0.04,23.2,0.537,26,15533,985,15.8,40.2,5,120,0.47
2,1,1,80TPS,24020,56000,80,0.47,0.01,0.04,24.5,0.564,24,17053,975,17.5,39.3,5,75,0.4
2,2,1,80TPS,20520,59500,80,1.97,0.01,0.04,20.7,0.453,30,14113,995,14.2,33.5,5,85,0.46
4,0,1,45TPS,12340,32680,45,0.63,0.01,0.04,12.4,0.777,22,4935,1025,4.8,44.5,5,95,1.58
4,1,1,45TPS,9280,35740,45,0.3,0.01,0.03,9.6,0.818,17,4895,1035,4.7,50.6,5,120,1.04
4,2,1,45TPS,11020,34000,45,0.97,0.01,0.04,11,0.774,25,5695,1025,5.6,45.7,5,110,0.96
4,0,1,50TPS,9720,40300,50,0.48,0.01,0.04,9.7,0.859,14,3675,1035,3.6,55,5,160,1.69
4,1,1,50TPS,11220,38800,50,0.38,0.01,0.04,11.2,0.856,14,6535,1015,6.4,61.5,5,100,0.75
4,2,1,50TPS,11100,38920,50,0.48,0.01,0.04,11.1,0.807,18,4615,1035,4.5,54.4,5,115,1.47
4,0,1,55TPS,10080,44940,55,0.99,0.01,0.04,10.1,0.831,15,4435,1030,4.3,56.1,5,180,1.35
4,1,1,55TPS,11120,43900,55,0.63,0.01,0.04,11.2,0.789,17,5075,1035,4.9,59.3,5,145,1.29
4,2,1,55TPS,9720,45300,55,0.91,0.01,0.05,9.7,0.837,18,5795,1025,5.7,51.2,5,100,0.7
4,0,1,60TPS,10700,49320,60,0.65,0.01,0.04,11.3,0.792,17,5715,1025,5.6,54.1,5,105,1.02
4,1,1,60TPS,8840,51180,60,0.58,0.01,0.04,9.3,0.841,15,6135,1025,6,61.8,5,170,0.55
4,2,1,60TPS,9960,50060,60,0.45,0.01,0.04,10,0.854,14,5215,1035,5,70.4,5,140,1
4,0,1,70TPS,10740,59280,70,0.18,0.01,0.04,11.1,0.814,17,6835,1015,6.7,58,5,135,0.66
4,1,1,70TPS,9920,60100,70,0.92,0.01,0.04,10.1,0.82,17,5115,1025,5,49.3,5,145,1.02
4,2,1,70TPS,8540,61480,70,0.38,0.01,0.04,8.6,0.855,13,4375,1030,4.2,90.5,5,170,1.05
4,0,1,80TPS,8180,71840,80,0.25,0.01,0.03,8.5,0.856,15,5335,1025,5.2,60.7,5,150,0.63
4,1,1,80TPS,10920,69100,80,0.27,0.01,0.03,10.9,0.792,17,6075,1020,6,50.9,5,125,0.82
4,2,1,80TPS,12380,67640,80,0.39,0.01,0.03,12.4,0.77,21,4715,1030,4.6,41.5,5,95,1.7
6,0,1,5TPS,5020,0,5.0,0.35,0.01,0.02,5.0,0.24,74,4997,1035.0,4.8,16.0,5.0,90.0,0.04
6,1,1,5TPS,4940,80,5.0,0.15,0.01,0.02,5.0,0.834,25,1517,1045.0,1.5,30.0,5.0,140.0,2.33
6,2,1,5TPS,5020,0,5.0,0.11,0.01,0.02,5.0,0.619,57,4897,1030.0,4.8,19.7,5.0,125.0,0.04
6,0,1,10TPS,10020,0,10.0,1.23,0.01,0.03,10.0,0.24,75,9997,1015.0,9.8,16.5,5.0,80.0,0.02
6,1,1,10TPS,8400,1620,10.0,1.37,0.01,0.04,8.4,0.495,54,6477,1015.0,6.4,20.7,5.0,160.0,0.31
6,2,1,10TPS,7480,2540,10.0,0.82,0.01,0.05,7.5,0.308,55,5157,990.0,5.2,15.7,5.0,225.0,0.44
6,0,1,15TPS,3080,11940,15.0,0.51,0.01,0.08,3.4,0.901,11,1097,1040.0,1.1,76.0,5.0,180.0,2.09
6,1,1,15TPS,3240,11780,15.0,0.34,0.01,0.09,3.3,0.866,14,1357,1040.0,1.3,75.0,5.0,170.0,1.54
6,2,1,15TPS,2820,12200,15.0,0.23,0.01,0.09,3.1,0.903,10,937,1045.0,0.9,78.8,5.0,200.0,2.44
6,0,1,20TPS,3120,16900,20.0,0.24,0.01,0.08,3.2,0.894,11,1177,1035.0,1.1,97.8,5.0,235.0,1.91
6,1,1,20TPS,3980,16040,20.0,0.24,0.01,0.08,4.0,0.768,20,1477,1025.0,1.4,37.3,5.0,205.0,1.86
6,2,1,20TPS,3640,16380,20.0,0.42,0.02,0.11,3.9,0.861,12,957,1040.0,0.9,61.4,5.0,205.0,3.33
6,0,1,25TPS,3420,21600,25.0,0.32,0.01,0.09,3.6,0.883,14,1217,1045.0,1.2,71.8,5.0,160.0,2.0
6,1,1,25TPS,3740,21280,25.0,0.54,0.01,0.10,3.7,0.816,19,1477,1025.0,1.4,33.8,5.0,155.0,1.64
6,2,1,25TPS,3540,21480,25.0,0.21,0.03,0.09,3.7,0.889,11,897,1045.0,0.9,63.5,5.0,190.0,3.11
6,0,1,30TPS,2780,27240,30.0,0.55,0.01,0.09,2.9,0.874,16,777,1035.0,0.8,56.0,5.0,175.0,2.62
6,1,1,30TPS,3780,26240,30.0,0.28,0.01,0.08,3.8,0.892,13,1197,1030.0,1.2,57.5,5.0,105.0,2.17
6,2,1,30TPS,3360,26660,30.0,0.29,0.01,0.09,3.8,0.836,19,1497,1035.0,1.4,55.6,5.0,145.0,1.71
6,0,1,35TPS,3040,31980,35.0,0.28,0.01,0.09,3.1,0.849,17,1177,1030.0,1.1,52.0,5.0,145.0,1.82
6,1,1,35TPS,3360,31660,35.0,0.29,0.01,0.09,3.5,0.821,20,1637,1030.0,1.6,46.8,5.0,110.0,1.19
6,2,1,35TPS,3600,31420,35.0,0.46,0.02,0.09,3.6,0.83,17,1837,1035.0,1.8,29.7,5.0,130.0,1.0
6,0,1,40TPS,3680,36340,40.0,0.51,0.01,0.09,3.7,0.812,20,1117,1035.0,1.1,43.6,5.0,110.0,2.36
6,1,1,40TPS,4400,35620,40.0,0.82,0.01,0.10,4.5,0.897,9,1737,1025.0,1.7,85.6,5.0,260.0,1.65
6,2,1,40TPS,3180,36840,40.0,0.32,0.01,0.09,3.2,0.894,10,1357,1025.0,1.3,76.4,5.0,150.0,1.46
6,0,1,45TPS,3620,41400,45.0,0.99,0.01,0.08,3.6,0.916,10,1377,1035.0,1.3,73.3,5.0,205.0,1.77
6,1,1,45TPS,3300,41720,45.0,0.34,0.01,0.08,3.5,0.894,11,1477,1030.0,1.4,65.6,5.0,160.0,1.5
6,2,1,45TPS,5460,39560,45.0,0.75,0.01,0.09,5.5,0.748,34,401,1335.0,0.3,39.2,5.0,145.0,17.33
6,0,1,50TPS,2980,47040,50.0,0.40,0.01,0.10,3.3,0.828,18,1437,1030.0,1.4,72.3,5.0,185.0,1.36
6,1,1,50TPS,2580,47440,50.0,0.30,0.02,0.11,2.7,0.912,11,517,1040.0,0.5,51.0,5.0,200.0,4.4
6,2,1,50TPS,3220,46800,50.0,0.41,0.02,0.09,3.9,0.836,20,1177,1035.0,1.1,43.1,5.0,180.0,2.55
6,0,1,55TPS,2800,52220,55.0,0.27,0.01,0.10,2.9,0.861,15,1417,1035.0,1.4,56.4,5.0,220.0,1.07
6,1,1,55TPS,2880,52140,55.0,0.30,0.01,0.09,2.9,0.878,13,1217,1030.0,1.2,54.5,5.0,190.0,1.42
6,2,1,55TPS,3500,51520,55.0,0.79,0.02,0.11,4.0,0.871,16,1117,1035.0,1.1,47.9,5.0,170.0,2.64
8,0,1,5TPS,3300,1720,5.0,0.32,0.01,0.11,3.4,1.01,29,1339,965.0,1.4,24.8,5.0,170.0,1.43
8,1,1,5TPS,3780,1240,5.0,0.26,0.01,0.07,3.8,0.852,18,1079,1055.0,1.0,27.0,5.0,185.0,2.8
8,2,1,5TPS,2760,2260,5.0,0.37,0.01,0.11,2.8,0.833,17,739,1035.0,0.7,32.1,5.0,200.0,3.0
8,0,1,10TPS,2280,7740,10.0,0.68,0.01,0.12,2.4,0.907,10,699,1035.0,0.7,55.6,5.0,120.0,2.43
8,1,1,10TPS,2320,7700,10.0,0.85,0.01,0.13,2.3,0.917,11,219,1040.3,0.2,59.4,5.0,205.0,10.5
8,2,1,10TPS,2980,7040,10.0,0.29,0.01,0.11,3.0,0.896,12,479,1035.0,0.5,25.6,5.0,85.0,5.0
8,0,1,15TPS,3200,11820,15.0,0.24,0.01,0.09,3.2,0.882,13,339,1040.0,0.3,53.3,5.0,185.0,9.67
8,1,1,15TPS,2000,13020,15.0,0.46,0.01,0.10,2.1,0.907,11,419,1050.0,0.4,57.0,5.0,250.0,4.25
8,2,1,15TPS,2880,12140,15.0,0.40,0.01,0.09,2.9,0.904,12,1279,1045.2,1.2,74.1,5.0,170.0,1.42
8,0,1,20TPS,2680,17340,20.0,0.34,0.01,0.09,2.8,0.934,8,339,1045.0,0.3,61.4,5.0,150.0,8.33
8,1,1,20TPS,2260,17760,20.0,0.24,0.01,0.09,2.3,0.924,11,1079,1040.0,1.0,59.5,5.0,195.0,1.3
8,2,1,20TPS,3240,16780,20.0,0.23,0.01,0.08,3.3,0.921,8,1159,1035.0,1.1,69.3,5.0,150.0,2.0
8,0,1,25TPS,18680,6340,25.0,0.33,0.01,0.04,18.7,1.006,6,199,50.0,4.0,6.7,5.0,10.0,3.67
8,1,1,25TPS,2800,22220,25.0,0.25,0.01,0.09,3.1,0.86,14,619,1040.1,0.6,50.5,5.0,215.0,4.17
8,2,1,25TPS,2640,22380,25.0,0.50,0.02,0.11,2.7,0.91,12,799,1040.0,0.8,55.6,5.0,165.0,2.38
8,0,1,30TPS,3120,26900,30.0,0.28,0.01,0.09,3.1,0.894,11,519,1045.0,0.5,55.5,5.0,210.0,5.2
8,1,1,30TPS,3440,26580,30.0,0.31,0.01,0.06,3.7,0.902,11,1299,1030.0,1.3,75.0,5.0,125.0,1.85
8,2,1,30TPS,3400,26620,30.0,0.24,0.01,0.07,3.4,0.915,9,1039,1035.0,1.0,58.1,5.0,130.0,2.4
8,0,1,35TPS,3040,31980,35.0,0.26,0.01,0.08,3.0,0.848,17,759,1040.0,0.7,56.4,5.0,165.0,3.29
8,1,1,35TPS,3080,31940,35.0,0.18,0.01,0.07,3.1,0.893,14,879,1340.0,0.7,76.5,5.0,200.0,3.43
8,2,1,35TPS,3220,31800,35.0,0.20,0.01,0.07,3.2,0.893,10,919,1040.0,0.9,75.0,5.0,180.0,2.56
8,0,1,40TPS,2880,37140,40.0,0.31,0.01,0.08,2.9,0.864,16,539,1050.0,0.5,46.5,5.0,245.0,4.8
8,0,1,45TPS,3140,41880,45.0,0.23,0.02,0.07,3.2,0.853,16,679,1045.0,0.6,54.3,5.0,195.0,4.33
8,1,1,45TPS,2660,42360,45.0,0.35,0.01,0.09,3.3,0.896,12,699,1045.0,0.7,49.4,5.0,205.0,3.71
8,2,1,45TPS,2740,42280,45.0,0.22,0.01,0.08,2.7,0.897,13,719,1050.0,0.7,44.1,5.0,110.0,2.86
8,0,1,50TPS,2560,47460,50.0,0.24,0.02,0.08,2.6,0.862,16,599,1035.0,0.6,32.0,5.0,225.0,3.33
8,1,1,50TPS,2340,47680,50.0,0.28,0.01,0.08,2.7,0.912,10,539,1040.0,0.5,56.9,5.0,150.0,4.4
8,2,1,50TPS,2100,47920,50.0,0.19,0.02,0.08,2.1,0.892,14,519,1040.0,0.5,58.2,5.0,195.0,3.2
8,0,1,55TPS,2880,52140,55.0,0.63,0.01,0.09,2.9,0.932,9,799,1030.0,0.8,63.1,5.0,110.0,2.62
10,0,1,5TPS,4360,660,5.0,0.21,0.01,0.07,4.4,0.577,48,2541,1015.0,2.5,17.2,5.0,120.0,0.76
10,1,1,5TPS,4120,900,5.0,0.23,0.01,0.07,4.1,0.663,31,1461,1035.0,1.4,13.8,5.0,60.0,1.93
10,2,1,5TPS,4160,860,5.0,0.27,0.01,0.07,4.2,0.702,32,1841,1025.0,1.8,24.6,5.0,240.0,1.33
10,0,1,10TPS,2620,7400,10.0,0.30,0.02,0.11,2.6,0.902,10,861,1035.0,0.8,42.2,5.0,180.0,2.25
10,0,1,15TPS,2180,12840,15.0,0.26,0.01,0.10,2.2,0.912,12,661,1035.0,0.6,56.5,5.0,215.0,2.67
10,1,1,15TPS,1860,13160,15.0,0.33,0.01,0.12,1.9,0.936,9,361,1030.0,0.4,85.0,5.0,215.0,3.75
10,0,1,20TPS,2280,17740,20.0,0.22,0.01,0.11,2.3,0.942,9,521,1035.0,0.5,55.7,5.0,215.0,3.6
10,1,1,20TPS,1900,18120,20.0,0.24,0.01,0.11,1.9,0.918,11,381,1030.0,0.4,75.0,5.0,235.0,3.75
10,2,1,20TPS,2560,17460,20.0,0.32,0.01,0.10,2.6,0.927,9,301,1045.0,0.3,60.0,5.0,175.0,7.67
10,0,1,25TPS,1920,23100,25.0,0.25,0.01,0.10,2.0,0.925,11,241,1040.0,0.2,63.3,5.0,200.0,9.0
10,1,1,25TPS,2340,22680,25.0,0.32,0.01,0.11,2.5,0.891,12,421,1045.0,0.4,71.5,5.0,270.0,5.25
10,0,1,30TPS,2260,27760,30.0,0.28,0.01,0.13,2.3,0.883,12,301,1035.0,0.3,51.1,5.0,140.0,6.67
10,1,1,30TPS,1840,28180,30.0,0.31,0.01,0.12,1.9,0.878,13,361,1030.0,0.4,70.9,5.0,140.0,3.75
10,2,1,30TPS,1960,28060,30.0,0.38,0.01,0.13,2.1,0.947,9,501,1330.0,0.4,120.7,5.0,390.0,4.25
10,0,1,35TPS,2760,32260,35.0,0.37,0.01,0.08,2.8,0.934,8,1021,1040.4,1.0,92.9,5.0,310.0,1.8
10,1,1,35TPS,2400,32620,35.0,0.36,0.01,0.12,2.6,0.923,9,241,1040.0,0.2,58.8,5.0,225.0,12.0
10,2,1,35TPS,2120,32900,35.0,0.25,0.01,0.11,2.2,0.913,10,341,1040.0,0.3,71.2,5.0,145.0,6.33
10,0,1,40TPS,2760,37260,40.0,0.27,0.01,0.09,2.8,0.94,9,1281,1325.0,1.0,88.1,5.0,210.0,1.8
10,1,1,40TPS,2580,37440,40.0,0.26,0.01,0.08,3.0,0.941,9,1221,1340.0,0.9,90.6,5.0,240.0,2.33
10,2,1,40TPS,2120,37900,40.0,0.33,0.01,0.11,2.2,0.95,10,321,1335.0,0.2,98.8,5.0,400.0,10.0
10,0,1,50TPS,2820,47200,50.0,0.34,0.01,0.10,2.8,0.918,9,701,1040.0,0.7,63.8,5.0,200.0,3.0
10,1,1,50TPS,2240,47780,50.0,0.43,0.01,0.10,2.3,0.947,9,501,1350.0,0.4,80.0,5.0,260.0,4.75
10,2,1,50TPS,2060,47960,50.0,0.25,0.01,0.09,2.2,0.913,10,661,1035.0,0.6,77.2,5.0,190.0,2.67
10,0,1,55TPS,2280,52740,55.0,0.37,0.01,0.13,2.3,0.908,10,221,1030.0,0.2,73.1,5.0,285.0,10.5
